# Measurement sample h(x) — 200 samples x 5 channels
# State estimator predictions corresponding to y
0.5086,-1.0837,-1.0816,2.2719,6.7124
1.7509,-4.4446,4.2364,4.7633,3.8364
3.9652,-1.8362,-4.2239,-4.4432,-8.1452
0.8010,-0.2594,-2.3954,-14.7480,-6.3218
6.1817,-2.7285,1.8169,-6.9342,7.0815
-0.3883,1.3515,11.5025,7.8758,-1.6943
-2.9774,-2.1021,2.7607,0.0561,-1.7599
7.7744,-0.8249,11.5688,0.1708,8.8583
2.0183,4.8453,-4.0468,-4.6633,1.8842
5.0902,0.8205,-6.0232,-7.3701,-6.7094
-8.5572,0.0838,5.5343,0.2616,-11.1369
-1.3465,-0.6308,9.8387,-7.3525,-1.6120
8.5348,2.1002,3.0834,0.8653,2.0427
4.1504,-3.7230,4.6102,-6.7854,1.6687
0.8225,-3.4452,-0.4000,-3.1973,-5.2861
-1.3358,-5.5325,1.9150,-5.4266,3.4905
-5.7290,-2.9045,-2.7264,6.8165,1.2943
-1.0102,2.9880,-10.5903,-0.0814,10.1513
0.3507,0.4928,2.3225,4.2903,-9.6646
-8.3046,0.9601,-3.4404,6.5421,-1.5721
-9.4756,-6.5583,-13.7363,-1.2643,-1.4176
-2.3985,5.8649,6.1080,-1.2490,-11.1356
3.0528,3.2452,1.4909,5.2995,-5.7186
10.1852,-5.1979,4.0274,-8.5372,-4.3924
7.3376,-1.2514,4.3052,1.1386,-0.4034
6.7393,-1.3780,-8.4220,-3.7015,2.5277
2.1481,-8.0581,-3.9771,-2.5985,-2.3386
-6.6015,-3.2177,-3.7065,3.9806,4.2200
-0.9770,-1.7449,0.7336,-4.4597,-5.7851
-4.2867,-2.6711,-5.6022,0.4532,3.7958
-7.6802,0.3434,-0.8642,1.8165,-0.0864
-7.4505,-6.8813,0.2490,5.1997,-10.9037
1.3274,6.1416,-0.1488,2.7745,-3.5338
-0.5041,-7.4949,-12.0288,4.7748,-5.1649
-2.4417,-6.9471,-6.6457,-0.3289,-3.5134
1.7769,3.0105,1.4760,1.0217,7.3564
-4.9191,0.0158,6.3888,5.9058,-6.6714
-1.5407,7.0324,2.0461,1.4167,-0.8525
-1.9307,1.6346,-1.4915,-0.3867,0.2540
-3.9462,2.9192,14.9287,-9.0953,1.7245
-3.8806,2.9855,0.0445,3.5442,6.1932
0.9429,6.2669,-11.7076,7.6744,2.2434
5.5785,-5.8813,-3.7967,0.5339,-0.1234
1.3639,5.0354,-8.9052,5.2700,0.1126
-1.4227,-7.8223,3.0147,-12.0976,3.0477
-7.5427,-0.1759,-0.1689,5.7298,-0.4831
-3.4552,-2.1042,6.4414,2.9375,-1.7124
-0.9952,-7.7315,1.8725,-8.2244,3.4869
0.6444,11.9392,-5.3799,-0.6422,9.0859
5.9063,-3.9556,1.1227,-0.3202,0.8895
-3.4523,-0.3002,-7.8323,0.8458,1.6703
-1.5454,-7.4832,4.6285,2.0059,-3.8362
-1.3791,-7.6933,-4.9586,-2.6480,6.0076
-3.5126,3.2814,-3.0554,1.3680,0.0810
4.7703,-2.4586,-7.8883,-7.4914,-3.0561
-5.8605,1.8141,-2.5386,11.8233,-9.0072
0.6501,-5.6549,-2.7345,0.4848,-11.8612
1.3408,9.4449,-2.3208,1.4781,5.0820
-0.9032,-2.7637,-11.1782,3.1608,-0.5417
-5.2980,0.3748,-2.6877,-2.5086,3.1680
-6.6077,5.2504,-6.7795,-3.0330,9.8881
5.6065,0.9041,-4.6341,-2.4566,0.4510
0.2617,-0.6751,0.0562,-0.2183,-7.3223
-2.5613,4.4393,-6.9881,-0.4844,-4.3007
0.4145,-2.4194,7.1597,2.0204,-6.3695
4.1960,-3.9833,-3.3850,1.8391,-2.6768
4.8541,-3.9572,-3.2843,-3.3352,-2.6009
5.4277,2.9950,8.4901,10.9567,-5.0345
-0.1839,-6.0142,-3.6602,-3.0595,-5.1087
-5.2790,-0.3705,-5.8062,4.3445,-4.3105
14.2730,-2.3888,-0.0431,-6.3506,8.6943
5.9246,1.2037,-7.0059,1.1913,-5.6285
6.7460,4.1585,-0.0785,-12.4655,-4.5116
3.9863,5.6997,5.4470,-7.9473,2.0421
4.9297,-8.4347,0.4251,1.2568,-1.2872
-9.7040,-1.6799,-2.1344,-1.0570,-2.5656
-2.2300,-0.2943,1.9876,-1.5883,-1.9579
0.7566,-10.3921,2.1356,0.0449,0.1688
4.9247,-9.6838,-9.9606,1.2110,-0.1092
1.1955,-2.5302,3.3029,4.7182,2.8880
-1.3942,-10.2508,4.2158,6.0895,3.1596
-4.4969,3.2922,4.5589,7.8634,-4.3100
-1.4698,3.4461,0.9301,-5.6400,1.8406
3.3226,0.5244,1.2714,-1.3349,7.2958
-4.5543,-3.3514,0.0285,4.4836,-6.9317
-6.5257,-10.8889,0.1353,-4.7697,-1.6628
3.0636,-3.0304,0.9338,-1.9028,3.2561
2.4031,-4.0213,-1.1880,5.2218,1.8444
-6.8664,2.9137,-5.2088,6.7074,5.6133
0.9347,0.4584,-0.9200,3.8919,-1.7594
1.3467,4.3649,-3.1170,-3.2280,-6.3354
-5.7060,-9.0215,3.3122,9.1404,6.7361
-8.0415,3.4777,7.5325,-2.1869,0.8780
-10.2662,1.3505,-5.6121,0.8741,-7.8846
2.4965,4.7579,-4.3400,-6.3865,-11.0970
-1.1438,-3.3875,-8.1655,2.8024,-2.4408
-5.2824,-2.5802,5.5553,2.5580,-0.7194
2.6101,-5.0707,-0.3166,0.4223,-2.6614
1.7283,-3.4964,3.2758,2.6166,-14.9819
5.2805,-15.3114,-3.1752,4.9314,-1.5200
-7.2124,-5.3718,5.0397,-9.9380,5.8447
-0.2718,-5.6955,-2.6786,-5.5127,3.9009
3.4355,-8.9127,-1.7914,-4.2105,6.7973
-6.6315,8.0837,0.1934,-5.6688,-3.3659
-3.5640,-6.3385,0.3828,-6.3909,-10.6909
-1.5273,-9.0295,-3.3684,-5.1365,-4.3727
9.9928,0.0640,1.9420,-8.9018,-3.3921
1.0843,-5.7235,4.3124,-5.7185,-1.6205
-3.1789,1.2145,-2.8004,-1.1994,-1.3172
-3.7438,2.1842,0.8935,-0.7564,-2.3377
3.6723,-1.6483,-1.4677,0.5938,8.9932
-6.9023,3.9381,-9.3720,1.0102,8.0987
2.6759,0.9513,-2.8789,0.0480,-1.6706
-4.1717,-1.6360,0.6547,-3.7041,-3.6724
-7.0736,2.0387,2.4164,1.0668,4.6188
0.6199,1.7564,1.8227,-0.5314,-2.8490
10.6948,-2.1838,-3.0608,2.2520,1.9309
-6.5950,5.5211,-0.5664,-5.4137,5.6925
3.4783,-6.2142,8.9629,3.5001,0.4659
8.0024,0.7626,0.3122,-3.0112,2.8130
2.3846,0.1320,-3.8414,0.2427,-0.8117
-6.9336,-7.6485,2.6326,-12.8190,0.9764
-2.3315,6.1739,-2.6058,3.4736,-1.8061
0.3514,3.7327,-1.6531,4.9775,-5.1764
1.4208,4.6409,3.2548,9.5728,-4.2502
-7.1845,-5.0165,3.2526,2.3198,0.4582
-5.5965,4.1012,-6.1533,5.9145,14.1247
2.0039,3.0283,-2.2046,-8.8370,-2.8370
-5.4940,-7.1615,8.9309,1.1687,1.7099
-1.4907,-0.7398,4.5755,-0.1841,2.6253
-1.6446,-1.7766,-7.0818,-9.9368,-0.8830
-0.0823,-6.6780,-0.9560,0.1245,-10.8987
-4.7286,2.3686,2.1935,-5.7450,0.6811
5.4199,3.8794,-0.7219,-2.8548,-3.2791
2.5655,1.6585,3.1655,0.4298,3.7383
0.6385,3.3941,4.5192,-3.7773,-8.9098
7.6516,1.4528,-8.5211,-3.8025,4.4145
-1.5039,-2.3276,6.2788,-4.8535,-3.5501
1.0659,2.1199,2.6493,4.3634,1.1570
2.2043,-1.4787,0.6516,0.8301,0.8636
3.6426,2.5820,0.4409,-4.3456,0.4454
0.0840,0.9394,11.3356,-2.7102,2.0473
5.0491,0.7952,11.4593,-1.7853,1.5991
-4.3099,-1.9404,1.6595,4.2920,1.2927
6.3872,-0.5187,-0.6246,13.6055,1.8570
-3.1714,-4.0236,-4.6851,5.2812,-1.8567
0.1168,-0.4363,4.0938,-4.1209,-5.6295
0.9159,2.8369,1.7710,-3.6458,3.7032
-3.5825,-3.0072,-5.1181,6.6658,2.7635
2.9573,6.3273,13.7220,-8.8534,-3.7201
-2.9298,-3.9356,-5.2058,-1.4762,-6.3069
1.3539,0.1052,2.5281,2.6396,2.3851
-2.1027,10.9671,1.1959,-9.7375,-4.3051
-8.7112,0.2020,-0.4892,-2.4524,9.8364
3.3814,3.9315,-4.4088,-4.8228,-0.1170
1.2483,-9.5345,-0.8165,-0.4215,-1.6880
-3.9715,-2.9404,-1.4810,0.6162,3.6600
5.8211,-1.5489,-2.2781,2.4546,3.3909
-2.2741,3.9622,4.9881,6.6246,8.8517
-4.3681,0.4834,0.4192,-0.3471,-2.7306
-7.5437,0.9503,-3.6790,1.4113,-4.3280
-5.7051,1.2971,0.8738,3.4815,10.7288
1.6579,2.7741,-5.1764,-6.7228,8.3365
