# Power balance sample — 200 samples x 6 buses
# Columns: net injections (MW) per bus
# ~12 fault samples with large imbalance
1.7651,2.9599,-3.7191,-17.5672,3.2800,13.3036
17.2735,-15.3386,8.6383,-3.2853,-0.6132,-6.6824
-10.5290,-3.3446,13.0004,5.8266,17.3231,-22.2039
11.7741,4.3909,17.4393,4.3899,8.2799,-46.2970
-2.9657,0.6655,-6.9742,9.8958,-11.7830,11.2183
-26.1494,-1.9065,11.7125,7.5087,18.2065,-43.3768
7.3077,-15.7204,-0.6695,-11.7201,-5.1828,25.9820
15.1123,6.3753,-6.9893,-10.1372,0.3278,-4.7426
-12.1656,-6.7114,3.1201,11.5531,6.0876,-1.8611
-22.9129,3.0437,0.7203,4.1389,16.1621,-1.0799
-20.6324,-5.9110,5.9091,-15.8159,14.7595,21.6869
3.6836,8.4658,-5.7094,8.1376,10.6847,-25.2722
2.3288,2.3440,2.7034,-8.6335,-1.4753,2.6768
-1.5252,3.8339,9.9982,-10.5854,-1.2501,-0.4830
14.8146,-7.4359,-8.2225,2.0231,8.4439,-9.7027
0.1143,13.2896,8.5679,8.4182,5.5412,-35.9768
23.2765,-2.0516,-20.0352,16.0425,-4.5770,-12.6439
1.0788,13.0955,-16.0226,-12.5165,-16.0128,30.4435
-7.9414,4.3964,5.2419,2.7627,-14.1277,9.8085
-23.1010,-30.5803,-4.7178,4.5939,7.0195,15.6325
1.3824,7.6013,2.2921,5.3006,-7.0467,-9.4580
-1.7961,1.9678,8.2053,-3.9374,5.2117,-9.6390
-2.6584,-26.0489,8.2952,-19.9306,-12.9647,28.4264
-14.8219,-23.3362,-6.7826,7.4943,-2.8488,40.3168
1.9779,10.8922,13.2769,-0.6914,13.5359,-38.9883
0.9213,-8.3740,-5.9440,-14.8054,-8.8813,37.0889
-3.5802,8.0359,17.2077,-13.8218,3.9283,-11.7903
-10.4054,4.7470,-1.3109,-18.3091,9.2830,15.9255
-6.0500,-5.3390,-10.6975,-6.5428,4.2789,24.2733
-1.8924,3.2866,3.6192,13.2066,-3.4279,-14.7595
-14.7686,10.6722,-3.3149,11.1459,3.8338,-7.5823
-1.3114,3.4878,19.5101,20.7698,0.6938,-43.1799
1.6019,10.7624,-8.4566,3.3307,-0.2586,-6.9793
3.1391,-8.3337,-15.8957,-20.7298,-11.1738,53.0337
-4.5868,-2.9319,19.3723,11.0599,-9.6209,-13.2836
3.4771,-4.0708,-2.8436,1.8533,6.1917,-4.6404
-3.3926,10.6385,-11.4194,0.0634,25.9767,-21.8054
2.2308,14.3321,0.9152,5.8078,-0.5678,-22.6391
-1.7041,-7.7948,4.3030,-8.5154,6.6559,7.0801
10.8529,3.6653,-2.8625,4.5397,-3.0867,-13.0599
9.3555,-18.3141,-3.3561,-19.9081,-14.9506,47.2355
13.6386,8.9518,-29.8094,-15.0250,-29.6453,29.3312
-5.4350,24.2042,4.3488,-5.5957,4.6508,-22.1424
-15.6096,-2.9732,0.9948,-0.8610,7.9081,10.5709
3.4465,6.6833,-6.8837,8.9782,16.2894,-28.4875
-9.7015,-8.8770,13.3578,-1.9134,14.0382,-6.9590
-4.4254,14.5505,1.3149,2.5823,15.6472,-29.6344
-3.6177,-9.4112,-4.4856,4.5233,-15.6576,28.5810
6.3747,-5.3877,11.4781,-23.9426,-7.8657,19.3034
-16.8647,-8.2623,2.4767,-1.7923,-2.5338,27.0415
-1.5918,2.0339,-10.0854,7.0685,6.6267,-4.0098
3.8504,5.5653,2.9642,20.3507,-0.8709,-31.7853
-3.0708,-7.5353,-10.3226,-12.4447,-8.8880,42.2478
-0.7068,3.3430,0.5114,-7.6554,9.0018,-4.5517
7.3941,-1.5965,-6.5292,5.4843,1.8797,-6.6445
-14.4813,-0.6798,2.6204,-8.9969,1.8984,19.6443
-14.5482,13.3619,12.4795,-2.5252,3.6345,-12.3986
-24.0992,-11.5635,-2.9378,-10.7213,7.1440,42.2345
19.9730,-11.7661,-8.3746,2.3545,16.1112,-18.3159
-12.2237,2.4904,18.2130,-16.5176,-12.8107,20.8663
-4.2361,-5.2059,8.1260,2.4166,-17.7496,16.5995
5.1541,-5.7754,12.7445,-6.2759,-6.3662,0.5414
5.4113,7.6293,4.4810,-16.8560,5.3803,-6.0458
-10.3431,2.3528,-14.2373,4.4632,-8.0660,25.7929
-12.8263,7.1382,2.4164,-6.1398,14.5118,-5.1121
-4.4065,0.3211,2.6891,-6.1967,4.7114,2.8724
-5.3345,-4.1164,13.6264,-10.4059,-24.1278,30.3446
16.1094,25.4933,-4.0527,-19.3684,-3.1048,-14.9882
-2.8622,-1.8992,-11.1339,5.7956,5.2451,4.8497
-14.9441,6.9920,20.5268,1.7196,-3.3733,6.2148
-1.4200,6.1526,-17.3067,1.6439,-3.9046,14.7300
18.4783,-1.7417,16.6789,-11.0374,5.8726,-28.2953
3.1940,-8.6905,1.7740,12.1252,-3.2379,-5.1779
-16.9196,-0.1756,-9.0242,-3.4234,-0.8159,30.3245
-17.0565,-16.1566,4.8207,-5.2272,-25.6474,59.3362
7.8484,2.7237,-7.1387,-13.1683,8.3581,1.3686
3.4935,23.8260,4.2019,3.8770,-1.6693,-33.6647
8.1678,6.2509,12.5173,-5.2132,-4.3541,-17.3655
-4.7910,7.9080,14.9837,-4.5884,-4.2477,-9.2627
3.1408,-2.4576,9.5205,-22.5178,-8.2671,20.5767
-7.8242,-23.2036,-9.6364,-9.1516,-2.0110,51.8269
11.1297,-2.4506,-10.3081,-0.5695,10.4917,-8.2072
-9.7596,-9.1057,5.5855,-2.2154,6.4748,8.9044
-0.1365,7.0166,-10.3508,-0.1208,-2.1069,5.5983
-12.1589,-15.6348,6.8575,-3.5095,-10.2228,34.6414
-0.9618,11.2802,-22.8074,-14.9664,-9.2289,36.6850
14.6118,2.8259,7.6732,-11.4016,-11.1954,-2.4794
4.4781,0.5827,5.4874,-1.8767,2.7814,-11.4293
1.5812,7.7777,8.0701,-16.1987,-22.4727,21.2232
10.0175,11.8773,-10.2062,-18.5984,0.9903,5.9705
9.3084,17.9759,5.1630,-3.7172,-8.9313,-19.7473
0.1145,-2.9926,-10.1507,20.4876,17.8517,-25.3012
11.3605,-9.2085,8.5502,6.3963,4.4255,-21.4758
12.4967,6.3537,7.4001,6.3691,3.4079,-36.0139
-17.8361,0.8362,-5.5619,-12.7984,16.8182,18.5140
17.2900,13.5922,2.5521,13.5063,0.1205,-47.0262
2.0280,-10.9347,3.9699,0.6039,-13.0265,17.3650
-0.5120,-0.7973,17.9756,8.9421,0.1145,-25.7229
2.4879,0.4421,-2.0291,-10.8243,-1.5105,11.5076
-7.4610,-12.5032,5.1122,3.9126,-17.8671,28.6838
-1.2268,9.9570,10.5922,10.2584,0.3891,-30.0408
-8.4505,-10.8370,3.4460,3.7928,12.8733,-0.8841
10.9998,-1.3223,-12.4421,-3.1911,2.1723,3.7651
-2.0208,-5.7789,2.5288,-5.0396,-6.2807,16.5784
3.1145,-4.0199,2.4410,2.7320,-11.3943,7.0512
-4.8124,14.3778,-11.6208,-21.1665,-18.6185,41.7912
0.2911,0.3092,-1.1761,12.1419,-26.7283,15.1192
3.9593,15.6144,-11.2778,-3.7981,-7.5289,3.1539
-8.9435,-3.2626,14.2749,18.3739,-3.3594,-16.9932
19.0506,0.3558,17.5369,-0.9330,1.3106,-37.3415
3.6547,31.7885,8.5129,-7.0726,9.6900,-46.5916
-3.6183,-4.8975,9.0860,-22.7144,2.7858,-3.7243
0.1399,3.3658,4.2497,-19.3697,6.6657,4.8532
-9.8202,-14.4230,-0.5841,0.8398,-6.9351,30.9167
8.3103,-13.4218,-4.0694,-5.8487,-0.4659,15.4456
2.7886,-10.0789,7.2428,0.6300,-18.9195,18.3327
-19.5859,-0.1232,-2.2097,-1.0342,-0.2798,23.1528
2.2556,9.4765,-11.1110,-11.7197,-10.9332,21.9938
2.8892,12.4495,-4.3134,-25.0170,-17.0399,31.0391
-8.3304,-5.5773,-4.0839,0.3858,-3.1175,20.7415
10.4934,-6.7602,-8.6232,4.7888,-15.3564,15.4785
3.8969,1.0255,-1.4744,15.8828,-6.2221,-13.1747
20.6030,-2.2543,-12.7702,0.6992,-10.7625,4.5275
-7.5176,3.9703,5.5558,-6.2217,9.8741,-5.7010
11.5751,14.3630,5.2941,13.6343,-18.8080,-26.0269
-3.1791,-8.6701,1.1923,-5.7145,-1.6616,18.0324
18.8217,-1.6972,4.1379,-2.3227,0.7571,-19.7657
0.0602,4.4832,11.6531,16.4739,3.0962,-35.7824
5.8955,-11.5086,-0.8788,9.4029,8.6597,-11.5524
2.1161,8.8639,4.9077,12.0031,2.8936,-30.7537
-3.5570,3.3584,-29.3059,3.8289,-36.4841,62.1527
-17.2346,4.5177,4.7753,-11.6243,-7.1210,26.7636
13.7054,-4.8403,22.4292,-0.0192,4.0804,-35.3051
16.1687,1.3103,-10.0234,-1.0973,-0.3561,-6.0150
-13.6474,-2.5583,-7.4219,9.2436,0.3461,14.0755
-2.8280,-1.0618,2.2312,6.1681,-9.9971,5.5842
-10.4159,11.0468,-4.1234,-14.1684,4.4381,13.3208
4.6337,-15.3072,2.2948,7.3558,3.7439,-2.7825
6.3198,-14.0427,3.3104,-3.0262,-4.8279,12.2202
8.7056,14.7927,17.9437,13.1481,-1.0973,-53.4185
3.5272,7.6682,1.2118,1.3076,8.2375,-22.0053
